mes_referencia,area,centro_custo_id,orcado
2024-12-01,Tecnologia,CC009,34978.37
2024-12-01,Tecnologia,CC010,9926.58
2024-12-01,Tecnologia,CC011,34039.56
2024-12-01,Administrativo,CC012,5237.33
2024-12-01,Administrativo,CC013,11467.56
2024-12-01,Administrativo,CC014,14722.05
2024-12-01,Financeiro,CC015,17115.47
2024-12-01,Financeiro,CC016,7102.9
2024-12-01,Financeiro,CC017,10300.35
2024-12-01,RH,CC018,2328.45
2024-12-01,RH,CC019,14509.46
2024-12-01,RH,CC020,12475.84
2024-12-01,Diretoria,CC021,13092.37
2024-12-01,Diretoria,CC022,12749.27
2024-12-01,Diretoria,CC023,9983.78
2025-01-01,Comercial,CC001,19163.13
2025-01-01,Comercial,CC002,38397.36
2025-01-01,Comercial,CC003,29267.96
2025-01-01,Comercial,CC004,13979.43
2025-01-01,Operações,CC005,24253.36
2025-01-01,Operações,CC006,19246.93
2025-01-01,Operações,CC007,13009.9
2025-01-01,Operações,CC008,22886.71
2025-01-01,Tecnologia,CC009,31650.12
2025-01-01,Tecnologia,CC010,15166.18
2025-01-01,Tecnologia,CC011,43914.33
2025-01-01,Administrativo,CC012,17503.69
2025-01-01,Administrativo,CC013,5627.29
2025-01-01,Administrativo,CC014,9341.59
2025-01-01,Financeiro,CC015,18468.51
2025-01-01,Financeiro,CC016,6649.09
2025-01-01,Financeiro,CC017,8839.88
2025-01-01,RH,CC018,1741.54
2025-01-01,RH,CC019,11376.74
2025-01-01,RH,CC020,15176.86
2025-01-01,Diretoria,CC021,13485.39
2025-01-01,Diretoria,CC022,13225.83
2025-01-01,Diretoria,CC023,9705.5
2025-02-01,Comercial,CC001,6937.4
2025-02-01,Comercial,CC002,39213.23
2025-02-01,Comercial,CC003,28774.54
2025-02-01,Comercial,CC004,32508.1
2025-02-01,Operações,CC005,32183.71
2025-02-01,Operações,CC006,18501.24
2025-02-01,Operações,CC007,11758.4
2025-02-01,Operações,CC008,20418.02
2025-02-01,Tecnologia,CC009,39133.58
2025-02-01,Tecnologia,CC010,11609.17
2025-02-01,Tecnologia,CC011,37529.84
2025-02-01,Administrativo,CC012,23778.12
2025-02-01,Administrativo,CC013,6367.5
2025-02-01,Administrativo,CC014,5326.85
2025-02-01,Financeiro,CC015,22609.54
2025-02-01,Financeiro,CC016,7421.93
2025-02-01,Financeiro,CC017,9174.63
2025-02-01,RH,CC018,1914.24
2025-02-01,RH,CC019,17868.79
2025-02-01,RH,CC020,12932.72
2025-02-01,Diretoria,CC021,15521.27
2025-02-01,Diretoria,CC022,14103.79
2025-02-01,Diretoria,CC023,10561.34
2025-03-01,Comercial,CC001,21844.2
2025-03-01,Comercial,CC002,40388.28
2025-03-01,Comercial,CC003,31920.66
2025-03-01,Comercial,CC004,31129.85
2025-03-01,Operações,CC005,27918.57
2025-03-01,Operações,CC006,25818.44
2025-03-01,Operações,CC007,13169.92
2025-03-01,Operações,CC008,27285.81
2025-03-01,Tecnologia,CC009,43988.07
2025-03-01,Tecnologia,CC010,20699.01
2025-03-01,Tecnologia,CC011,36892.7
2025-03-01,Administrativo,CC012,21762.34
2025-03-01,Administrativo,CC013,8194.93
2025-03-01,Administrativo,CC014,12345.37
2025-03-01,Financeiro,CC015,16305.95
2025-03-01,Financeiro,CC016,11617.49
2025-03-01,Financeiro,CC017,16557.37
2025-03-01,RH,CC018,2940.39
2025-03-01,RH,CC019,18309.1
2025-03-01,RH,CC020,16107.88
2025-03-01,Diretoria,CC021,14582.55
2025-03-01,Diretoria,CC022,17083.91
2025-03-01,Diretoria,CC023,12297.32
2025-04-01,Comercial,CC001,27523.33
2025-04-01,Comercial,CC002,30272.87
2025-04-01,Comercial,CC003,34346.92
2025-04-01,Comercial,CC004,34072.5
2025-04-01,Operações,CC005,39306.46
2025-04-01,Operações,CC006,22772.76
2025-04-01,Operações,CC007,14727.91
2025-04-01,Operações,CC008,31833.9
2025-04-01,Tecnologia,CC009,45350.28
2025-04-01,Tecnologia,CC010,26559.01
2025-04-01,Tecnologia,CC011,44046.29
2025-04-01,Administrativo,CC012,25950.59
2025-04-01,Administrativo,CC013,7416.25
2025-04-01,Administrativo,CC014,6873.6
2025-04-01,Financeiro,CC015,20813.53
2025-04-01,Financeiro,CC016,8801.12
2025-04-01,Financeiro,CC017,12634.72
2025-04-01,RH,CC018,2608.01
2025-04-01,RH,CC019,17377.57
2025-04-01,RH,CC020,17175.39
2025-04-01,Diretoria,CC021,29660.13
2025-04-01,Diretoria,CC022,13516.01
2025-04-01,Diretoria,CC023,10278.03
2025-05-01,Comercial,CC001,20466.49
2025-05-01,Comercial,CC002,42121.26
2025-05-01,Comercial,CC003,29278.69
2025-05-01,Comercial,CC004,31593.84
2025-05-01,Operações,CC005,32356.89
2025-05-01,Operações,CC006,22690.13
2025-05-01,Operações,CC007,14167.56
2025-05-01,Operações,CC008,36226.88
2025-05-01,Tecnologia,CC009,46897.44
2025-05-01,Tecnologia,CC010,25505.84
2025-05-01,Tecnologia,CC011,71458.99
2025-05-01,Administrativo,CC012,28041.45
2025-05-01,Administrativo,CC013,9437.69
2025-05-01,Administrativo,CC014,5126.15
2025-05-01,Financeiro,CC015,25921.58
2025-05-01,Financeiro,CC016,8706.89
2025-05-01,Financeiro,CC017,11592.73
2025-05-01,RH,CC018,2780.66
2025-05-01,RH,CC019,19823.22
2025-05-01,RH,CC020,17188.4
2025-05-01,Diretoria,CC021,21061.14
2025-05-01,Diretoria,CC022,15207.46
2025-05-01,Diretoria,CC023,13174.9
2025-06-01,Comercial,CC001,21612.88
2025-06-01,Comercial,CC002,40416.83
2025-06-01,Comercial,CC003,29106.47
2025-06-01,Comercial,CC004,31061.99
2025-06-01,Operações,CC005,35308.9
2025-06-01,Operações,CC006,26089.73
2025-06-01,Operações,CC007,16956.87
2025-06-01,Operações,CC008,29229.52
2025-06-01,Tecnologia,CC009,46515.49
2025-06-01,Tecnologia,CC010,18926.31
2025-06-01,Tecnologia,CC011,43550.34
2025-06-01,Administrativo,CC012,20368.5
2025-06-01,Administrativo,CC013,6668.35
2025-06-01,Administrativo,CC014,14796.47
2025-06-01,Financeiro,CC015,21166.34
2025-06-01,Financeiro,CC016,8549.79
2025-06-01,Financeiro,CC017,12344.05
2025-06-01,RH,CC018,6142.81
2025-06-01,RH,CC019,19629.95
2025-06-01,RH,CC020,13578.45
2025-06-01,Diretoria,CC021,22508.01
2025-06-01,Diretoria,CC022,18563.65
2025-06-01,Diretoria,CC023,6058.09
2025-07-01,Comercial,CC001,20764.14
2025-07-01,Comercial,CC002,31895.5
2025-07-01,Comercial,CC003,26685.0
2025-07-01,Comercial,CC004,28791.25
2025-07-01,Operações,CC005,29813.84
2025-07-01,Operações,CC006,23108.87
2025-07-01,Operações,CC007,12788.4
2025-07-01,Operações,CC008,26102.34
2025-07-01,Tecnologia,CC009,20268.45
2025-07-01,Tecnologia,CC010,20971.18
2025-07-01,Tecnologia,CC011,48233.41
2025-07-01,Administrativo,CC012,18065.77
2025-07-01,Administrativo,CC013,5973.54
2025-07-01,Administrativo,CC014,12447.88
2025-07-01,Financeiro,CC015,28022.71
2025-07-01,Financeiro,CC016,8182.08
2025-07-01,Financeiro,CC017,9393.98
2025-07-01,RH,CC018,3322.41
2025-07-01,RH,CC019,7421.88
2025-07-01,RH,CC020,22475.24
2025-07-01,Diretoria,CC021,18313.42
2025-07-01,Diretoria,CC022,14795.25
2025-07-01,Diretoria,CC023,7951.42
2025-08-01,Comercial,CC001,23968.46
2025-08-01,Comercial,CC002,37092.96
2025-08-01,Comercial,CC003,30939.77
2025-08-01,Comercial,CC004,30692.06
2025-08-01,Operações,CC005,33314.13
2025-08-01,Operações,CC006,21334.85
2025-08-01,Operações,CC007,15097.65
2025-08-01,Operações,CC008,24428.38
2025-08-01,Tecnologia,CC009,39154.89
2025-08-01,Tecnologia,CC010,20040.47
2025-08-01,Tecnologia,CC011,40032.51
2025-08-01,Administrativo,CC012,22610.87
2025-08-01,Administrativo,CC013,7913.94
2025-08-01,Administrativo,CC014,11041.5
2025-08-01,Financeiro,CC015,24277.45
2025-08-01,Financeiro,CC016,9717.67
2025-08-01,Financeiro,CC017,11846.36
2025-08-01,RH,CC018,2411.83
2025-08-01,RH,CC019,19984.42
2025-08-01,RH,CC020,15052.94
2025-08-01,Diretoria,CC021,20961.86
2025-08-01,Diretoria,CC022,13466.76
2025-08-01,Diretoria,CC023,12183.85
2025-09-01,Comercial,CC001,27461.0
2025-09-01,Comercial,CC002,35727.25
2025-09-01,Comercial,CC003,29658.9
2025-09-01,Comercial,CC004,46817.47
2025-09-01,Operações,CC005,27576.85
2025-09-01,Operações,CC006,26309.61
2025-09-01,Operações,CC007,16968.74
2025-09-01,Operações,CC008,29829.08
2025-09-01,Tecnologia,CC009,30277.16
2025-09-01,Tecnologia,CC010,24908.51
2025-09-01,Tecnologia,CC011,52594.91
2025-09-01,Administrativo,CC012,22571.99
2025-09-01,Administrativo,CC013,6938.73
2025-09-01,Administrativo,CC014,12141.51
2025-09-01,Financeiro,CC015,23342.33
2025-09-01,Financeiro,CC016,9909.52
2025-09-01,Financeiro,CC017,11980.01
2025-09-01,RH,CC018,2465.1
2025-09-01,RH,CC019,19841.25
2025-09-01,RH,CC020,15040.8
2025-09-01,Diretoria,CC021,17434.26
2025-09-01,Diretoria,CC022,19369.02
2025-09-01,Diretoria,CC023,12179.36
2025-10-01,Comercial,CC001,17179.58
2025-10-01,Comercial,CC002,37214.8
2025-10-01,Comercial,CC003,30550.47
2025-10-01,Comercial,CC004,65888.66
2025-10-01,Operações,CC005,37045.47
2025-10-01,Operações,CC006,27126.33
2025-10-01,Operações,CC007,13691.56
2025-10-01,Operações,CC008,30309.31
2025-10-01,Tecnologia,CC009,47047.28
2025-10-01,Tecnologia,CC010,7870.25
2025-10-01,Tecnologia,CC011,54078.29
2025-10-01,Administrativo,CC012,22221.94
2025-10-01,Administrativo,CC013,7884.0
2025-10-01,Administrativo,CC014,11775.84
2025-10-01,Financeiro,CC015,23447.69
2025-10-01,Financeiro,CC016,9379.96
2025-10-01,Financeiro,CC017,13120.58
2025-10-01,RH,CC018,3184.08
2025-10-01,RH,CC019,19476.26
2025-10-01,RH,CC020,18282.07
2025-10-01,Diretoria,CC021,25171.65
2025-10-01,Diretoria,CC022,15850.81
2025-10-01,Diretoria,CC023,11392.19
2025-11-01,Comercial,CC001,21575.52
2025-11-01,Comercial,CC002,38804.01
2025-11-01,Comercial,CC003,30591.2
2025-11-01,Comercial,CC004,30378.81
2025-11-01,Operações,CC005,33278.22
2025-11-01,Operações,CC006,28979.48
2025-11-01,Operações,CC007,18243.85
2025-11-01,Operações,CC008,27990.17
2025-11-01,Tecnologia,CC009,50350.22
2025-11-01,Tecnologia,CC010,24678.66
2025-11-01,Tecnologia,CC011,27492.12
2025-11-01,Administrativo,CC012,18976.82
2025-11-01,Administrativo,CC013,8924.16
2025-11-01,Administrativo,CC014,13627.15
2025-11-01,Financeiro,CC015,23192.14
2025-11-01,Financeiro,CC016,7800.4
2025-11-01,Financeiro,CC017,11633.27
2025-11-01,RH,CC018,2340.67
2025-11-01,RH,CC019,20822.03
2025-11-01,RH,CC020,15361.54
2025-11-01,Diretoria,CC021,21359.21
2025-11-01,Diretoria,CC022,9062.23
2025-11-01,Diretoria,CC023,16511.51
2025-12-01,Comercial,CC001,25514.83
2025-12-01,Comercial,CC002,43285.78
2025-12-01,Comercial,CC003,11169.57
2025-12-01,Comercial,CC004,33310.36
2025-12-01,Operações,CC005,29992.53
2025-12-01,Operações,CC006,19361.46
2025-12-01,Operações,CC007,12982.54
2025-12-01,Operações,CC008,25226.51
2025-12-01,Tecnologia,CC009,33137.32
2025-12-01,Tecnologia,CC010,13673.88
2025-12-01,Tecnologia,CC011,38390.5
2025-12-01,Administrativo,CC012,17341.04
2025-12-01,Administrativo,CC013,6211.64
2025-12-01,Administrativo,CC014,10371.83
2025-12-01,Financeiro,CC015,19607.62
2025-12-01,Financeiro,CC016,6704.19
2025-12-01,Financeiro,CC017,8749.91
2025-12-01,RH,CC018,2160.35
2025-12-01,RH,CC019,18279.18
2025-12-01,RH,CC020,11343.91
2025-12-01,Diretoria,CC021,11899.17
2025-12-01,Diretoria,CC022,15047.38
2025-12-01,Diretoria,CC023,10057.75
